x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1087,1794,495,1304,1122,1363,798,850,1021,30
2206,2496,94,2506,1093,547,1490,1939,1094,906
2179,1721,928,254,1504,1686,1769,562,1711,725
2376,1434,1057,506,2057,1394,92,1198,61,1439
1241,1693,848,1876,1853,404,519,2574,2454,2422
1771,1763,1187,605,1770,2258,1937,1561,1543,181
2356,1534,2475,1509,1262,1614,973,2166,278,1552
2471,1925,2046,124,1489,2350,747,1135,1869,1380
1712,968,2258,2263,2309,1472,497,1014,11,1579
1177,554,1750,741,1609,50,1108,220,324,1950
2655,1110,1099,1705,846,1505,2105,2076,348,1157
81,1938,1601,1140,1351,1785,374,143,1014,626
1188,897,1811,1643,101,1979,307,1760,1908,1935
2597,2463,2042,1704,1043,553,671,2013,2061,1447
337,2646,13,2459,2434,1024,2277,1184,389,2133
65,1873,941,1764,1147,2019,1897,981,2651,2034
1284,151,1132,1314,1521,2267,928,702,1305,2222
1962,949,201,2688,2662,831,553,2320,2492,1059
1513,2293,563,2328,2552,2306,1493,962,167,165
189,504,18,1230,2619,1452,715,653,2051,829
979,2528,1940,1210,1568,1130,2129,940,913,2688
2082,723,763,327,743,101,936,599,237,909
339,1764,2053,735,1460,944,1173,1143,1599,2669
1483,1795,549,206,2081,749,2072,1627,174,2234
587,1618,668,1083,1025,2160,1304,1592,1358,1837
2712,977,1440,1703,400,435,439,366,362,1920
476,1571,1793,2524,979,484,1874,2675,1424,50
783,1671,310,2436,704,424,737,395,1815,2601
1491,2238,2367,842,1873,1280,1309,1492,1083,1214
1273,2117,2366,2491,1096,1694,1203,1447,2048,1142
1709,2449,721,1681,1750,787,2540,2520,720,559
86,2335,358,1694,775,2039,2012,108,1713,1030
1451,1348,1483,2660,66,1549,514,1095,914,1290
2384,438,2194,1949,595,1446,1534,1759,1189,737
1702,2223,2082,1018,987,501,277,271,577,2423
2010,1069,2247,1985,2435,2384,2434,126,757,2671
500,1511,1508,556,2289,183,1107,570,970,1190
892,2464,2044,1587,959,1253,724,423,486,841
875,1064,783,2015,16,2678,2137,2219,339,1993
186,131,2614,950,359,1959,2504,379,1776,925
1656,2460,1705,474,1217,1450,447,493,1448,1067
1574,665,2319,2083,201,2412,1905,1860,70,2016
60,1622,1280,1508,510,143,702,494,1586,1830
1070,2382,241,1309,1078,2348,1338,1941,509,2293
1365,1441,1982,830,1143,631,2032,1719,1791,2560
2222,1881,87,639,2256,1459,621,2504,68,1092
2300,374,2648,1785,1808,1296,669,1362,548,2490
293,1425,1696,689,1981,458,2103,2640,940,1848
801,1921,2330,415,19,1037,133,1228,1609,999
782,1254,2514,153,1376,867,914,2243,1814,1953
1648,1945,1928,311,2009,2058,2265,533,504,462
986,1961,818,575,1000,454,1186,1300,1614,2336
813,990,2138,1963,2499,172,1411,2315,1395,1456
2540,1847,2043,2284,1255,2513,1302,2438,1949,1671
2168,1449,372,592,2527,1766,194,2548,471,2684
872,2026,680,249,960,2115,1546,1865,478,2315
2472,521,2498,1106,464,774,467,2151,294,576
2259,2475,1724,192,500,1185,1577,1621,1793,2196
1715,1179,1266,1952,1098,1763,1183,1282,685,721
1533,603,78,191,1943,1439,1633,1470,689,1251
427,1744,636,1485,862,1158,1542,2292,512,389
1992,1533,205,2019,606,1171,1213,723,69,282
1472,655,192,1461,223,468,749,2112,2076,1758
408,1558,663,812,1310,1464,1242,480,1878,2609
234,682,366,123,251,1936,1854,1723,1528,1358
1115,2540,1732,907,280,1803,1176,2265,644,2587
765,113,594,948,628,384,2027,898,220,279
1227,1282,1163,11,2172,379,1449,1715,2514,2643
2084,2212,913,1792,976,310,629,1654,2253,1018
805,1126,1910,56,1887,75,1597,1444,1979,1296
1025,1884,1390,2004,1855,2463,1564,391,673,1405
2703,865,2665,1119,257,220,2031,235,432,2189
325,2549,1668,1808,1799,44,1983,2055,1728,2055
857,1981,857,119,2621,2522,726,123,9,1808
254,2259,2672,1857,1514,97,1394,1890,13,1340
1349,377,1873,2692,2349,518,2244,468,1217,1226
1333,289,2338,2595,1417,92,1068,1045,2665,1398
1651,1369,357,1563,766,104,364,923,1214,2517
203,1335,643,708,200,36,493,2514,1243,1353
908,2435,318,1572,1599,479,2002,2100,197,1803
431,2348,934,1818,2137,181,388,2513,205,1789
525,1353,1470,1897,175,2199,993,1867,1290,2610
1085,198,1562,1212,838,755,1817,2523,308,2456
1728,51,493,325,2197,1278,1656,2636,1825,269
1068,144,2293,1523,689,1734,994,2210,753,2616
567,2459,1047,581,867,1572,700,3,905,2241
1057,1505,2236,358,401,942,1337,2500,2616,362
727,524,2004,2176,2156,1273,933,370,696,692
663,2022,836,2536,584,448,901,1007,1828,1265
2115,2700,624,1490,1865,655,684,1906,1236,522
1558,2591,2625,2613,489,969,609,544,514,2216
657,232,1446,431,1309,1345,2036,747,2531,1043
2486,143,2593,574,1378,1689,2630,938,2122,1449
1338,1118,1804,2013,1666,461,2021,993,1804,326
161,1634,2639,408,2014,1229,661,146,574,2377
2520,1498,1237,312,637,2627,1960,406,1380,1752
2065,1313,659,646,271,1592,1930,772,335,565
639,997,1422,2488,2536,1502,363,377,843,1453
2105,1021,909,2588,126,1318,2346,761,297,668
1501,1777,2240,1626,630,1351,2475,1791,1300,2224
311,2418,1759,664,1269,1637,1938,1718,2256,1888
477,907,2031,32,849,2320,748,2274,1625,1039
377,774,798,1163,1239,1651,920,67,802,2707
2640,1678,307,1627,2567,2379,1031,306,2091,2001
1204,719,414,971,1293,481,573,1139,2533,1975
1414,1447,1438,2174,937,366,2403,980,1050,2370
1158,2684,2637,331,1913,2067,1243,685,760,1210
2124,660,10,168,2131,2096,2644,1802,1054,354
1477,1636,2595,515,2178,891,1584,2269,1638,630
1764,1113,2162,210,757,2490,2442,372,2015,674
1485,2055,147,2002,1974,2485,779,2404,1346,106
2364,1413,2439,1293,1542,1913,714,1586,1354,2593
2393,2660,180,678,1265,1738,552,1388,1859,1294
1078,1241,774,804,770,1578,583,2653,787,254
460,1883,598,1423,1570,993,991,576,394,2416
163,540,2708,2223,1589,1623,850,1553,451,2347
1327,1149,8,2399,827,1075,2023,620,2241,1184
785,1882,1518,840,345,1573,1150,2632,2310,536
1453,1789,406,68,1785,1507,2056,958,2343,2249
2435,969,1509,2068,1463,285,299,1465,255,1928
685,602,1498,1662,779,2395,2492,231,1548,1766
1146,2461,2066,2194,1210,462,1436,187,382,1519
270,628,426,247,490,634,1230,202,388,2160
2039,2408,62,1765,1658,1174,1517,674,261,2042
1929,399,1810,457,686,1126,2112,1026,1134,1795
251,41,1357,120,1671,389,2081,2066,2650,1816
584,1387,1166,896,2555,1566,860,1877,301,2202
1246,1614,689,2202,476,109,2054,1589,2330,62
1036,988,1717,1850,1667,1716,1343,1187,2378,2392
2314,1460,2302,366,2047,412,1122,1460,2016,1307
1584,1840,2499,967,1094,2141,2218,2070,1963,1241
366,2252,194,1796,914,2060,1145,2547,2347,2163
80,2611,2483,180,1744,1713,2426,1042,1823,1843
1123,2340,1953,1266,1803,2018,384,2184,126,2125
1280,1960,1096,1475,1742,648,1756,1468,922,2633
2002,1936,2085,377,2027,2607,865,1257,1039,2712
735,115,2480,1187,1794,306,1049,16,1811,2228
1394,1133,551,2088,1690,2244,206,664,14,1402
1360,797,526,718,2533,283,391,1629,1576,135
2415,1838,267,55,1828,794,2414,160,2494,2195
2409,646,810,982,1695,2454,2513,69,1601,560
534,984,1711,1666,1294,866,1462,1646,2095,1204
2541,194,1821,30,1253,2617,547,2463,2276,1542
1765,1276,186,781,1524,321,1593,1726,529,1651
1340,2118,1973,2214,673,15,1151,1278,2172,612
887,417,2249,2337,1844,218,1381,439,400,1640
816,1658,1522,831,356,1788,150,904,7,2140
2608,1001,1795,829,2540,2136,1673,888,2420,1691
1375,588,2659,42,1181,1224,1166,802,232,556
17,1435,2191,64,21,1168,170,1330,2008,2559
422,612,883,1944,1845,1978,2111,837,2254,1003
1438,1275,170,498,774,270,2517,2316,573,1263
1775,1398,221,1202,883,985,586,2006,1108,2651
745,1786,1165,2136,722,809,1001,1152,643,1247
2106,1626,1989,1585,1859,2116,1594,2458,1539,2679
1560,1436,1762,335,1815,1366,2352,1078,687,767
1283,1291,2281,1648,399,813,938,211,2636,44
2459,1989,2124,793,235,91,2075,2693,1540,2654
622,1024,2511,486,2443,444,47,2143,2129,2199
546,2197,137,1547,967,1494,2131,862,890,708
1754,49,1765,2402,2042,1664,42,1273,1096,1284
25,2466,1488,525,1031,563,2443,639,1304,2321
1454,155,2209,1677,1869,1285,886,1547,1951,667
1691,1371,699,432,2320,718,192,835,403,528
1857,2515,2662,2212,1328,54,2144,2630,2162,1107
2309,2317,2271,491,443,127,1184,554,788,484
1243,1698,1593,1218,1038,2706,1560,1281,586,2091
776,2648,384,1072,1449,2292,1317,1283,2135,2545
2404,2311,2347,2156,1209,1235,1811,1155,1162,1629
726,1422,1202,813,1530,2693,794,1320,1887,421
2562,1237,245,1914,2301,765,2347,1986,895,469
2166,1200,2309,1920,2194,698,1135,1309,49,1584
1577,1714,855,116,1638,2367,1178,2061,986,1316
1209,1888,82,490,2508,1405,1127,1741,545,788
544,1720,2507,479,702,291,1118,304,1503,369
1844,2315,1118,2165,1259,2588,1101,2381,2165,473
1607,1727,2694,925,940,739,2263,1221,2102,2192
1832,364,2513,1358,2076,381,1130,402,1655,2676
2479,812,1997,1301,247,805,2491,574,1508,821
1286,1317,258,1056,1470,675,761,581,957,344
975,754,2323,1502,156,792,2576,2115,1972,77
2568,1119,1512,1342,1197,2629,2240,2393,1754,217
1015,2477,60,2542,1810,1872,1551,2048,1990,1893
737,1563,1210,669,1916,1755,2326,1823,1052,166
701,1089,1269,2173,1276,489,2706,2639,414,58
2374,936,1372,1787,509,2382,351,1835,556,561
2715,2038,2168,2386,1668,497,1463,2295,736,1739
42,559,2182,987,1280,1086,934,1593,281,447
1151,1092,2277,2582,696,1013,2622,34,1312,856
1509,508,596,1955,239,2273,2235,1817,2508,1907
1816,1507,1012,1625,2147,1007,2395,1329,65,1997
348,893,2095,2357,1975,741,2554,1885,703,1906
2613,1052,1022,953,631,1262,2672,1716,1629,1638
2061,6,2470,652,1381,1579,1835,2060,98,2367
2132,2277,1084,2108,422,536,1195,94,1947,2268
351,226,2012,2532,2236,1056,195,2560,799,2002
1028,1431,1591,1691,1409,2484,1197,93,271,2212
542,2239,2170,1366,2470,870,2187,1293,2518,2279
2225,526,2492,1146,1769,2357,102,1311,210,511
1605,1964,1846,2490,2020,685,59,2179,1113,52
350,1931,2713,2126,741,1020,2234,872,2055,448
1191,1286,2552,1682,2004,633,922,2027,1302,345
1909,858,755,528,55,386,1827,2541,681,96
294,1070,86,1698,1009,1520,1662,1385,163,140
480,1088,2280,993,1124,1743,800,2455,2619,88
2305,2302,342,2576,902,2714,1301,2029,1722,647
2634,1210,2448,1249,1840,1972,296,2701,522,2209
1033,1225,1935,895,2528,474,1453,1771,900,646
1650,950,688,1538,507,1954,1641,107,1747,771
1165,2105,1482,2435,2692,156,2526,825,2548,663
2163,2443,786,2502,1296,387,181,335,1626,855
1515,249,282,2515,502,277,1244,413,1709,944
2600,1483,157,59,1832,2029,2022,1755,494,2523
860,213,2074,1155,146,375,1364,516,1002,1647
2155,2625,2055,1544,685,267,2537,1345,513,1560
613,1130,2451,1722,2350,2028,1694,1367,449,1221
2386,1025,1800,755,986,2271,840,440,476,2013
1226,761,804,2233,402,28,1504,2214,994,2536
804,2034,383,1501,991,1870,1164,616,2005,1656
2710,1247,2391,2303,1522,764,1507,1044,2108,2372
248,2180,1784,2115,125,1677,849,1793,614,1743
2457,1760,143,1825,2207,1067,1333,2585,224,2120
1288,1630,2286,125,1891,1182,1880,460,260,1026
1576,1455,43,1988,2067,2176,647,1575,1544,1409
1156,819,915,2529,822,29,727,2558,2475,2264
1197,1851,2576,749,42,191,2469,714,2201,2437
863,1386,841,767,177,1591,105,2207,2545,1570
2128,616,239,2290,274,1603,2631,1558,2708,2183
1173,1594,2148,1139,573,1891,1985,1780,1066,265
1952,2077,1224,2009,1337,1355,2539,1472,1430,650
2653,901,133,1185,731,771,858,673,1812,995
957,579,159,1558,1636,788,2563,2498,1155,540
2024,164,379,702,52,1902,917,712,1885,2672
482,1818,2487,1569,928,1815,2307,287,847,1274
2528,1185,1094,1415,1838,1293,1845,1286,580,1007
32,445,631,1692,1580,209,410,2606,1220,1646
2117,2194,2155,666,1068,2574,836,1154,1555,342
394,77,1876,420,1561,665,2344,950,710,2522
1432,1,2544,104,1925,1594,861,1805,1882,2237
2321,2471,122,944,150,2326,166,2095,1684,373
2057,2494,223,475,2391,694,939,887,763,2461
1220,357,2591,2602,2632,975,368,1733,2257,533
1235,2229,168,1375,1932,1491,153,1849,2427,2288
447,1903,19,1744,620,2435,1654,828,1187,2440
2604,2586,210,255,2359,13,631,1745,493,1798
278,2338,465,2407,417,1683,190,369,2566,1972
2509,2419,2701,2221,1053,2149,2374,2467,530,1299
723,1664,1521,465,1275,1092,477,2224,1726,1419
1505,1771,2479,1734,2713,1685,2371,601,2436,621
1329,1309,496,1590,90,1062,1746,1961,2294,1240
538,323,209,1389,2211,2408,1030,181,408,532
1849,1390,1380,302,1398,2145,1757,58,521,1926
496,2123,2026,2258,526,1538,1106,2536,508,636
2405,1093,40,284,2304,327,1614,473,972,2613
699,1329,136,1665,1931,961,2615,1297,977,1961
1224,337,134,1989,2345,1527,407,648,1893,2052
2389,1653,2711,1542,594,1113,1931,23,230,2397
1468,1257,1820,471,2164,2250,893,2650,387,466
827,1478,1926,2188,312,272,918,1583,1218,266
1677,1152,166,2260,1915,1457,2201,2647,2512,2272
1090,2493,525,1219,2280,2123,1872,424,883,61
883,1272,839,1359,2011,828,2117,905,675,1759
545,122,1388,1086,1523,885,1039,14,816,2576
498,2709,1060,1100,1545,2148,775,1863,1741,405
66,686,2678,2642,2402,1357,1671,2379,1009,2270
1387,291,2059,2486,22,947,689,2580,300,450
209,426,773,444,302,1231,2429,2036,1493,442
1367,653,1627,101,1686,2657,1509,294,1671,1037
2239,750,410,1775,1433,1699,1963,583,1948,975
580,1555,2212,875,34,167,1661,1611,1340,305
2589,425,1899,1144,1878,246,1512,2496,77,1276
61,1476,638,1418,586,1991,303,2333,1000,1653
838,1767,232,1653,1929,1758,535,1738,1389,2681
444,209,927,215,2319,1831,845,427,240,749
1685,530,500,1836,2612,1860,334,1324,1657,2059
315,2162,85,52,2062,511,1638,2167,33,2547
1938,22,1620,1635,2656,295,1712,2634,1005,2005
465,2485,1486,1080,1574,460,2545,403,1376,1249
72,845,856,2177,2591,1102,2041,1496,194,978
1434,822,1983,34,2079,2249,478,851,765,2479
2095,2501,579,1581,2398,1122,2007,2588,1035,2119
2464,1916,1116,857,118,2003,1025,582,2174,2271
1995,1816,2157,413,1056,1559,531,2486,2109,1250
931,1153,1122,990,2335,2705,546,2138,1129,493
705,1913,633,167,615,422,1253,337,1353,37
2466,1736,899,1318,1718,1547,2507,1959,2635,681
1517,1595,2635,1384,1646,132,2200,2298,1047,1131
1701,725,238,817,1168,1177,1245,1666,876,789
2442,1900,902,1021,1020,854,481,2594,2235,1722
1439,670,1974,1591,1538,521,1357,617,1097,396
1808,926,980,371,1767,43,757,2433,1733,2412
2449,2386,811,799,2038,2339,2243,2065,2439,552
96,673,1248,345,2575,1071,157,1218,705,986
2416,1232,1566,22,1373,1463,1424,2102,1456,1559
2671,1283,2469,60,661,853,907,846,2204,368
2527,2609,2422,1950,703,2612,2064,179,1727,2174
1042,908,780,141,853,2236,1013,333,956,5
2045,2520,681,1623,1849,2050,1377,725,1975,1028
1520,1103,1447,2148,2500,1219,529,2554,25,1632
2525,834,469,724,166,2621,1185,810,1170,1134
300,1837,152,2683,1472,2340,1092,2479,111,193
1802,411,2176,995,474,732,220,1504,2684,778
1294,2407,535,6,2523,1225,202,1312,791,1504
1835,1414,833,2484,250,1407,93,513,959,294
2125,2025,2545,330,46,2355,1668,1346,177,2009
1342,705,1532,2415,2174,1054,1479,1967,1449,2502
290,2080,630,2575,994,162,1418,2294,839,1146
2536,2203,1908,2370,809,2565,423,1235,645,2334
730,224,2573,602,1674,2167,2675,1769,222,210
1899,1803,188,289,533,572,2661,2544,2690,1732
62,331,657,1868,1370,2521,1525,2489,2589,441
2690,1583,1105,1812,1178,2548,817,2256,2309,1503
1970,403,2343,17,1896,2509,1978,917,2513,200
1725,1382,278,2497,1937,2506,488,568,2688,1589
1337,149,1967,1410,2446,2386,1521,625,575,1633
1696,1726,1298,2593,1311,2004,696,386,26,169
1613,2414,2187,1879,825,1618,1885,308,1343,2103
1007,592,1690,1907,1185,1326,482,1717,252,2706
312,1669,1710,1938,393,86,1298,2571,416,2425
2336,1034,2528,72,1512,2251,1198,390,2510,1616
384,1459,942,1813,920,1392,1441,309,1102,163
2172,1056,2230,1395,2486,2641,1273,1181,1161,2028
2498,839,1394,2461,1404,1575,333,1417,795,33
1461,938,52,244,1651,425,791,2683,289,2003
58,1355,1892,1248,1192,2492,1097,1261,683,1777
295,163,983,1740,1061,1661,1715,1966,2704,2608
2453,78,1121,2686,1323,1479,2648,755,59,2263
27,121,83,96,552,1382,2418,1469,1662,191
1251,2547,301,1507,517,114,2441,2384,412,2338
896,684,593,4,2109,1359,2518,2583,1142,377
2071,2220,1430,1325,1356,1542,266,2546,2098,2074
2137,2028,2184,667,2580,696,2183,1107,2068,196
347,1624,2166,447,1774,851,2449,615,886,2557
888,33,1008,1260,973,337,1241,858,915,2066
1847,2103,522,514,1475,100,1048,2608,2124,1908
274,1927,1925,1991,2530,852,758,1072,60,1658
1839,1663,1881,143,858,1839,1021,1985,1271,1509
557,816,950,999,2358,2436,883,1290,1017,508
1207,1352,2217,1668,1594,1666,989,532,2151,752
103,788,113,1911,2450,1508,1844,501,2178,1009
823,2046,1564,453,1142,2444,1968,2187,1856,2441
1168,2205,487,1551,782,2261,746,767,2438,164
2445,2035,706,1337,2512,569,292,1527,2014,1546
1842,450,403,1208,1948,1208,2000,689,2187,962
1946,2687,1358,2640,1173,284,1498,2092,1764,1101
1133,1601,753,1890,1090,184,812,2087,2358,1384
255,1782,1257,2283,714,678,29,1064,1469,1119
579,879,218,1443,873,459,2401,1482,2661,543
1689,1345,1946,380,1573,2085,734,1574,275,319
352,182,486,1748,1073,2318,561,380,1040,1980
2590,1450,1825,991,2559,258,1568,2609,2629,1887
1162,500,98,1454,2476,430,1247,1409,200,208
453,1781,1452,2540,143,39,1175,2569,2158,914
1642,1691,1663,1200,1641,192,498,1861,2390,145
455,1457,1757,351,857,1580,1574,2306,2713,1118
1359,1995,1714,1537,278,627,1923,894,2490,812
2388,2184,135,645,781,1730,1721,136,2322,69
1753,64,84,2340,2604,2547,887,392,337,1557
1448,1222,295,1373,1291,2224,738,1164,2567,91
2685,2284,2037,221,1763,1349,2011,481,2170,307
229,833,1449,2274,386,2195,972,797,2302,2040
2439,506,675,2669,2675,1873,50,874,898,1685
272,1072,1519,2493,1877,1295,60,416,399,659
246,755,2025,2538,2545,1445,787,2303,642,919
399,2390,1816,1251,2054,1142,970,2004,2594,2624
2610,913,2417,2182,1737,2471,1412,1600,63,840
1143,2657,2707,1235,911,1425,1523,82,2193,2503
1603,2377,1640,350,1760,12,2060,1857,2146,1366
324,1136,1032,14,2648,865,593,2186,2682,2436
1812,2629,794,424,591,19,2273,2687,1922,2492
763,707,1383,1217,899,1650,804,1690,827,545
1216,228,1403,597,1951,2450,2619,2038,1479,20
2238,1778,1652,2355,2494,1900,1581,2415,1765,1351
165,2041,1691,784,801,623,1019,1079,2247,267
1514,1708,1299,467,1508,793,1665,2551,1070,2218
2351,39,314,898,1102,2354,10,2220,2038,2485
764,1356,2647,92,141,642,1675,765,145,1663
1418,2474,1221,848,1902,339,1815,1001,2644,1667
1091,2398,844,2371,708,2383,1677,785,962,75
48,1548,2326,599,1194,1643,2613,345,2672,1065
108,250,1323,2553,1243,2400,2143,1856,58,2276
154,618,482,2387,2324,1201,1608,2355,1502,2225
2073,1525,196,2230,2401,1239,339,8,2238,94
2354,2708,702,677,1800,1771,1766,1670,1640,2472
2135,844,830,73,1861,1988,1685,22,761,713
1480,2224,1785,1376,553,2344,2626,697,144,434
1747,2356,2376,262,346,2707,1421,1059,48,391
2313,974,12,1680,885,2035,491,694,958,1266
1040,1177,2461,1534,1713,488,1283,1807,2602,2341
1541,972,968,1199,1027,714,1352,396,1929,758
1703,443,1069,2426,254,581,2435,751,137,2018
2342,996,557,1157,951,2480,2221,1952,773,950
194,2664,1325,820,2331,810,2194,352,1341,1745
1112,2283,956,908,1692,133,1803,1636,973,888
1317,367,1101,328,1866,2253,1628,476,2600,935
2383,704,7,1574,1555,1470,820,1696,627,1845
1699,138,1534,1073,2644,342,440,2444,2267,1562
389,2191,2100,1612,1204,74,2562,726,1229,378
2066,2228,2020,1460,783,1164,1401,1348,737,18
566,631,130,1141,1316,1791,2028,2559,1164,116
2489,531,1748,717,1464,429,431,105,1182,3
572,762,2083,770,1274,1379,2607,1838,862,12
1417,2649,2581,1687,666,1640,268,1171,633,1706
1922,857,553,2379,596,1673,2253,2369,1079,2641
23,699,363,913,1739,2651,2516,1825,2525,36
1713,1841,1052,522,787,1391,245,2244,2598,1173
2255,70,1071,1287,1819,2432,2192,1484,637,1363
280,994,460,687,854,2423,1990,83,909,90
1392,541,1487,621,2482,1109,484,85,1127,531
2078,410,1834,2272,611,1334,2696,1379,1311,1726
407,2325,1295,1288,2094,2291,2437,1927,2681,1618
646,449,944,2531,1387,2226,249,325,1464,1023
2119,562,1289,2547,216,829,1609,849,18,2680
1080,1138,222,1303,956,2407,2579,1672,1572,1273
874,1690,621,1779,1158,2214,801,521,327,2439
1222,613,1490,1905,481,959,1700,1695,1462,558
855,727,1824,2326,2594,1522,267,856,2695,1222
1075,993,1615,600,2195,1482,2650,1234,2408,2168
1474,1779,1630,1802,1968,351,944,1434,2157,2262
734,1819,547,2228,1894,807,1161,2279,781,1768
625,643,746,1831,117,10,156,773,2425,1357
2375,365,1176,208,1525,918,802,1847,854,1373
1714,1074,2241,91,2481,2166,1940,953,1515,1104
1190,1347,1650,15,540,767,1711,180,1078,2450
2633,809,2527,1398,145,281,2104,647,916,1438
886,1189,543,2124,2437,1745,2522,2443,2575,566
2579,2004,797,16,1063,1705,95,1493,728,1946
1878,1259,1545,1908,2115,2188,373,2363,1396,2689
1911,626,1114,2472,2362,364,2292,117,992,2674
402,1685,2696,711,234,2113,2660,2267,1237,1693
1175,2007,1758,623,173,1565,1258,2142,1976,2364
1393,1192,1654,2204,1176,325,2677,1112,2581,616
849,134,2604,5,2275,2118,2180,2386,1758,893
2680,2526,1604,1617,2595,257,867,2380,1012,388
2348,3,924,537,1905,1948,2185,575,2092,503
1629,703,2081,2335,1283,2048,1687,1980,1278,318
1038,688,1019,142,1175,2649,1764,1513,1221,49
2382,2607,1232,2275,1513,1796,1636,990,1104,2700
2677,140,881,1679,2189,1385,2372,2519,1542,478
1142,1190,461,854,1907,2044,1658,2121,1992,655
586,932,1913,833,2176,263,30,1397,948,2101
2438,158,891,1361,167,1368,809,2329,907,1108
1706,189,2491,269,415,1026,2006,1111,180,1609
1426,1216,504,1177,1110,1560,2643,57,576,1820
2423,1107,951,1888,758,2220,1189,634,2313,2691
1683,1180,591,263,2515,1761,197,2447,1763,2290
449,1491,1140,129,2213,2190,2501,701,912,1874
1516,1443,1150,1474,2651,901,2018,1287,1454,2640
2160,2267,2084,1771,263,1178,1586,365,2405,1612
1598,459,1260,837,759,2203,2531,1130,1738,2186
1617,1540,1985,319,1817,2534,2577,1878,1936,1605
322,432,1359,2014,1105,1670,2486,1936,1091,1602
441,1523,488,1708,1190,352,632,140,1100,1300
1005,2237,734,706,1050,1619,2593,2370,744,361
2359,275,2398,65,2603,2616,1459,323,1826,2435
461,1063,1746,1058,1388,1397,1526,2688,2180,942
1310,1901,674,2253,1731,2543,1718,1415,1667,688
2483,2169,1107,998,1919,2343,1947,2314,1639,1088
2221,2364,1965,370,161,2093,474,1439,2578,1312
877,1750,2607,544,202,2535,4,537,1388,352
1959,920,2373,1803,1955,1343,2508,2313,2393,1178
1867,1992,1552,2137,2055,719,1076,115,2677,393
2366,2144,726,1721,2462,201,1820,1820,195,1527
386,1845,769,2645,452,437,2375,1751,1516,1197
2399,1615,714,2404,419,1851,1279,688,2424,1485
607,161,413,2496,2082,66,1221,2139,1681,640
1189,2557,2569,1983,918,2582,638,1981,2130,2682
2681,1041,754,110,1284,1715,1696,1881,2340,1772
233,1045,1611,1564,20,455,63,2103,1192,1192
379,36,1860,1719,2013,206,2668,986,1087,2188
678,1954,475,310,1285,1412,855,2665,679,2231
1429,718,850,2448,1697,2105,2321,2572,1112,2012
1030,2292,1,1982,1045,138,417,654,1119,2686
1939,1176,508,1609,1033,2427,2558,1905,1675,1352
2191,1417,1930,504,2187,228,545,1356,325,899
2652,302,1840,956,2433,1814,2085,750,1998,2406
2162,16,1285,2434,65,1266,2079,2402,1015,1338
1708,187,2038,1685,1987,1240,2035,1129,1207,1424
1611,1028,2331,139,1146,1551,238,1132,755,2636
1792,236,128,10,1704,1342,325,2518,1293,1648
1032,2054,1395,1553,508,2114,1634,1508,2487,458
2593,2677,1698,1172,1290,1294,115,2340,1429,11
360,1949,2229,680,1540,1609,180,475,656,2296
1187,1322,640,2559,587,1111,1558,2471,1490,740
2174,108,701,2139,1722,2256,187,868,2502,2242
387,2319,2224,1699,797,1857,2247,19,2443,114
205,1084,1218,2008,772,2561,179,2245,1004,297
2136,1650,9,1203,2426,1408,2255,2637,369,2256
2012,2570,271,259,669,1167,2251,2341,345,1738
223,585,2529,1221,2558,1309,1329,656,1801,1177
110,1062,1416,2377,1874,1531,981,2304,323,1205
2103,2424,214,2369,2138,1151,1204,1358,767,683
1512,1208,827,62,1264,1184,1488,796,1880,1145
76,549,1365,1736,660,1403,2614,1665,1810,985
1206,1499,1180,1401,219,1711,1168,2586,2006,1608
604,495,299,1343,193,260,295,569,6,526
936,246,805,1798,2206,972,1275,1193,651,945
1848,1194,1492,2467,861,1798,2466,2069,1270,2381
1898,2143,1126,1858,103,1191,1300,401,1877,2235
1543,2524,634,1772,1966,1263,708,28,894,1696
2617,1220,408,279,917,2368,248,2545,1633,1515
1076,1384,2016,2633,491,2387,658,463,2057,1303
945,2141,922,2226,1282,355,2444,985,267,1196
1186,607,1291,1943,751,1165,401,104,1518,1387
1073,1379,1335,2112,47,300,1582,720,1283,34
1427,503,304,2330,732,307,74,504,856,2319
2392,76,2070,179,908,1853,522,1577,2565,2366
1311,1785,1984,2685,343,197,571,2239,1230,1415
2494,694,511,2456,2590,1486,1537,157,583,969
1195,1694,240,2473,830,1586,2587,2712,154,724
1013,2091,1923,1658,1117,1610,405,1212,1956,1540
1510,2008,2262,2205,536,801,2153,1108,2131,2037
260,2640,1102,2158,1014,558,2564,1630,90,2600
1408,1308,1306,1,1995,2469,605,54,1434,1057
1567,1635,61,441,2296,1819,979,1116,52,2647
2534,2104,328,455,2561,79,784,2357,1118,2493
815,32,253,2208,915,495,1011,1024,2363,2414
925,2713,2682,1385,600,215,1681,1829,653,386
1868,1967,1400,1745,993,1093,582,1214,594,60
933,1341,456,23,1111,2564,219,347,1201,2144
1355,1079,2370,1641,1344,232,2478,1104,2412,1029
169,2566,2015,1427,2414,1844,2230,1965,243,1212
2643,56,2636,2543,1747,2420,100,911,2207,2047
375,2380,101,1529,1267,905,376,447,2352,409
2080,2542,1513,2229,1339,2030,300,695,1413,1892
1809,1652,1740,2428,2265,1404,655,1271,19,1313
675,1482,57,1832,1451,1510,451,399,2173,1718
1169,2120,1361,893,114,1303,2503,2312,2308,1677
329,152,926,1087,1503,1251,2484,1251,776,2164
